X,Y,Z
2.676767677,-5,0.004083198
2.777777778,-5,0.024767706
2.878787879,-5,0.18293324
2.97979798,-5,0.065821847
3.080808081,-5,0.050581658
3.181818182,-5,0.013483071
3.282828283,-5,0.082275003
3.383838384,-5,0.167900709
3.484848485,-5,0.047458942
3.585858586,-5,0.151282786
3.686868687,-5,0.102573399
3.787878788,-5,0.049815924
3.888888889,-5,0.268691623
3.98989899,-5,0.026675773
4.090909091,-5,0.237597992
4.191919192,-5,0.108007239
4.292929293,-5,0.021617802
4.393939394,-5,0.293187765
4.494949495,-5,0.104891152
4.595959596,-5,0.070492822
4.696969697,-5,0.014231824
4.797979798,-5,0.051733971
4.898989899,-5,0.08528574
5,-5,0.159841998
-5,-4.898989899,0.054075795
-4.898989899,-4.898989899,0.061167548
-4.797979798,-4.898989899,0.059937353
-4.696969697,-4.898989899,0.062288027
-4.595959596,-4.898989899,0.00314019
-4.494949495,-4.898989899,0.033404239
-4.393939394,-4.898989899,0.103169745
-4.292929293,-4.898989899,0.004184029
-4.191919192,-4.898989899,0.133751926
-4.090909091,-4.898989899,0.107987398
-3.98989899,-4.898989899,0.12435597
-3.888888889,-4.898989899,0.02305643
-3.787878788,-4.898989899,0.022153056
-3.686868687,-4.898989899,0.015146723
-3.585858586,-4.898989899,0.039951386
-3.484848485,-4.898989899,0.179840285
-3.383838384,-4.898989899,0.077848092
-3.282828283,-4.898989899,0.007611839
-3.181818182,-4.898989899,0.057177556
-3.080808081,-4.898989899,0.010187017
-2.97979798,-4.898989899,0.105503641
-2.878787879,-4.898989899,0.194162178
-2.777777778,-4.898989899,0.062828072
-2.676767677,-4.898989899,0.000104603
-2.575757576,-4.898989899,0.135792301
-2.474747475,-4.898989899,0.058413088
-2.373737374,-4.898989899,0.05188094
-2.272727273,-4.898989899,0.063761997
-2.171717172,-4.898989899,0.032953034
-2.070707071,-4.898989899,0.054852593
-1.96969697,-4.898989899,0.036643361
-1.868686869,-4.898989899,0.105063049
-1.767676768,-4.898989899,0.099839353
-1.666666667,-4.898989899,0.089608286
-1.565656566,-4.898989899,0.116044716
-1.464646465,-4.898989899,0.132255201
-1.363636364,-4.898989899,0.187678766
-1.262626263,-4.898989899,0.061242276
-1.161616162,-4.898989899,0.202762964
-1.060606061,-4.898989899,0.109406511
-0.95959596,-4.898989899,0.059131547
-0.858585859,-4.898989899,0.0330435
-0.757575758,-4.898989899,0.039602631
-0.656565657,-4.898989899,0.101198788
-0.555555556,-4.898989899,0.032281074
-0.454545455,-4.898989899,0.084907539
-0.353535354,-4.898989899,0.07587616
-0.252525253,-4.898989899,0.212436202
-0.151515152,-4.898989899,0.048277909
-0.050505051,-4.898989899,0.269821067
0.050505051,-4.898989899,0.233954212
0.151515152,-4.898989899,0.156040997
0.252525253,-4.898989899,0.096641943
0.353535354,-4.898989899,0.16669633
0.454545455,-4.898989899,0.078393226
0.555555556,-4.898989899,0.082508779
0.656565657,-4.898989899,0.059261372
0.757575758,-4.898989899,0.144117762
0.858585859,-4.898989899,0.131783833
0.95959596,-4.898989899,0.035210947
1.060606061,-4.898989899,0.140178984
1.161616162,-4.898989899,0.100597725
1.262626263,-4.898989899,0.107044048
1.363636364,-4.898989899,0.015100676
1.464646465,-4.898989899,0.055628308
1.565656566,-4.898989899,0.045749168
1.666666667,-4.898989899,0.040093702
1.767676768,-4.898989899,0.0311529
1.868686869,-4.898989899,0.084815426
1.96969697,-4.898989899,0.171192193
2.070707071,-4.898989899,0.109473329
2.171717172,-4.898989899,0.005727903
2.272727273,-4.898989899,0.186160671
2.373737374,-4.898989899,0.057967605
2.474747475,-4.898989899,0.238103497
2.575757576,-4.898989899,0.074269901
2.676767677,-4.898989899,0.039193658
2.777777778,-4.898989899,0.035808242
2.878787879,-4.898989899,0.137696602
2.97979798,-4.898989899,0.094186921
3.080808081,-4.898989899,0.134257146
3.181818182,-4.898989899,0.091093766
3.282828283,-4.898989899,0.097983566
3.383838384,-4.898989899,0.085048723
3.484848485,-4.898989899,0.065212511
3.585858586,-4.898989899,0.041152515
3.686868687,-4.898989899,0.027262316
3.787878788,-4.898989899,0.092550645
3.888888889,-4.898989899,0.052768583
3.98989899,-4.898989899,0.227601875
4.090909091,-4.898989899,0.052634252
4.191919192,-4.898989899,0.015963308
4.292929293,-4.898989899,0.171192454
4.393939394,-4.898989899,0.048453571
4.494949495,-4.898989899,0.100334223
4.595959596,-4.898989899,0.014794579
4.696969697,-4.898989899,0.11280986
4.797979798,-4.898989899,0.151967381
4.898989899,-4.898989899,0.004344687
5,-4.898989899,0.139332727
-5,-4.797979798,0.204561379
-4.898989899,-4.797979798,0.227670208
-4.797979798,-4.797979798,0.012840324
-4.696969697,-4.797979798,0.140947053
-4.595959596,-4.797979798,0.113307125
-4.494949495,-4.797979798,0.020446516
-4.393939394,-4.797979798,0.088028141
-4.292929293,-4.797979798,0.086304557
-4.191919192,-4.797979798,0.152218986
-4.090909091,-4.797979798,0.141101921
-3.98989899,-4.797979798,0.034892135
-3.888888889,-4.797979798,0.072069155
-3.787878788,-4.797979798,0.226906598
-3.686868687,-4.797979798,0.105875419
-3.585858586,-4.797979798,0.165034674
-3.484848485,-4.797979798,0.02588396
-3.383838384,-4.797979798,0.179299912
-3.282828283,-4.797979798,0.030652369
-3.181818182,-4.797979798,0.000949309
-3.080808081,-4.797979798,0.149154187
-2.97979798,-4.797979798,0.183894218
-2.878787879,-4.797979798,0.085639039
-2.777777778,-4.797979798,0.23897179
-2.676767677,-4.797979798,0.303647201
-2.575757576,-4.797979798,0.101572173
-2.474747475,-4.797979798,0.125192132
-2.373737374,-4.797979798,0.003487562
-2.272727273,-4.797979798,0.229089197
-2.171717172,-4.797979798,0.108510809
-2.070707071,-4.797979798,0.147928993
-1.96969697,-4.797979798,0.00843563
-1.868686869,-4.797979798,0.059240287
-1.767676768,-4.797979798,0.012562684
-1.666666667,-4.797979798,0.007566781
-1.565656566,-4.797979798,0.047052049
-1.464646465,-4.797979798,0.232694532
-1.363636364,-4.797979798,0.008877118
-1.262626263,-4.797979798,0.133291712
-1.161616162,-4.797979798,0.036982033
-1.060606061,-4.797979798,0.197676207
-0.95959596,-4.797979798,0.219242176
-0.858585859,-4.797979798,0.109842716
-0.757575758,-4.797979798,0.023827629
-0.656565657,-4.797979798,0.14754175
-0.555555556,-4.797979798,0.181741811
-0.454545455,-4.797979798,0.044786312
-0.353535354,-4.797979798,0.16339899
-0.252525253,-4.797979798,0.190925496
-0.151515152,-4.797979798,0.192757837
-0.050505051,-4.797979798,0.016764404
0.050505051,-4.797979798,0.060931442
0.151515152,-4.797979798,0.077875143
0.252525253,-4.797979798,0.08379017
0.353535354,-4.797979798,0.329694729
0.454545455,-4.797979798,0.224614232
0.555555556,-4.797979798,0.211537103
0.656565657,-4.797979798,0.004418915
0.757575758,-4.797979798,0.034232151
0.858585859,-4.797979798,0.059767197
0.95959596,-4.797979798,0.176373404
1.060606061,-4.797979798,0.031892914
1.161616162,-4.797979798,0.137967812
1.262626263,-4.797979798,0.21858463
1.363636364,-4.797979798,0.246573284
1.464646465,-4.797979798,0.035047118
1.565656566,-4.797979798,0.005022966
1.666666667,-4.797979798,0.302834326
1.767676768,-4.797979798,0.014003943
1.868686869,-4.797979798,0.193662527
1.96969697,-4.797979798,0.148236838
2.070707071,-4.797979798,0.03928448
2.171717172,-4.797979798,0.229010475
2.272727273,-4.797979798,0.09426034
2.373737374,-4.797979798,0.035833746
2.474747475,-4.797979798,0.078962857
2.575757576,-4.797979798,0.105413676
2.676767677,-4.797979798,0.058651629
2.777777778,-4.797979798,0.032901122
2.878787879,-4.797979798,0.030629492
2.97979798,-4.797979798,0.082302103
3.080808081,-4.797979798,0.011332522
3.181818182,-4.797979798,0.150498467
3.282828283,-4.797979798,0.06287066
3.383838384,-4.797979798,0.014672824
3.484848485,-4.797979798,0.008359439
3.585858586,-4.797979798,0.073055914
3.686868687,-4.797979798,0.077604102
3.787878788,-4.797979798,0.081904744
3.888888889,-4.797979798,0.099509948
3.98989899,-4.797979798,0.077574375
4.090909091,-4.797979798,0.193109339
4.191919192,-4.797979798,0.0454173
4.292929293,-4.797979798,0.067213608
4.393939394,-4.797979798,0.014377546
4.494949495,-4.797979798,0.092140321
4.595959596,-4.797979798,0.125288682
4.696969697,-4.797979798,0.224389862
4.797979798,-4.797979798,0.08970425
4.898989899,-4.797979798,0.043911528
5,-4.797979798,0.198650175
-5,-4.696969697,0.19875054
-4.898989899,-4.696969697,0.294704055
-4.797979798,-4.696969697,0.047017421
-4.696969697,-4.696969697,0.077765059
-4.595959596,-4.696969697,0.242695831
-4.494949495,-4.696969697,0.029564624
-4.393939394,-4.696969697,0.097876569
-4.292929293,-4.696969697,0.06040867
-4.191919192,-4.696969697,0.035858161
-4.090909091,-4.696969697,0.124972504
-3.98989899,-4.696969697,0.137703689
-3.888888889,-4.696969697,0.043060003
-3.787878788,-4.696969697,0.114492018
-3.686868687,-4.696969697,0.157872987
-3.585858586,-4.696969697,0.008647747
-3.484848485,-4.696969697,0.157761017
-3.383838384,-4.696969697,0.057641207
-3.282828283,-4.696969697,0.01815302
-3.181818182,-4.696969697,0.045089443
-3.080808081,-4.696969697,0.106420432
-2.97979798,-4.696969697,0.146896106
-2.878787879,-4.696969697,0.016043303
-2.777777778,-4.696969697,0.138105212
-2.676767677,-4.696969697,0.097246523
-2.575757576,-4.696969697,0.012390974
-2.474747475,-4.696969697,0.156596602
-2.373737374,-4.696969697,0.162163338
-2.272727273,-4.696969697,0.21772603
-2.171717172,-4.696969697,0.192731854
-2.070707071,-4.696969697,0.159630581
-1.96969697,-4.696969697,0.054098722
-1.868686869,-4.696969697,0.127186116
-1.767676768,-4.696969697,0.017817726
-1.666666667,-4.696969697,0.141603661
-1.565656566,-4.696969697,0.213015918
-1.464646465,-4.696969697,0.126711136
-1.363636364,-4.696969697,0.07340345
-1.262626263,-4.696969697,0.148703714
-1.161616162,-4.696969697,0.150990659
-1.060606061,-4.696969697,0.163006717
-0.95959596,-4.696969697,0.002144698
-0.858585859,-4.696969697,0.011954937
-0.757575758,-4.696969697,0.159590008
-0.656565657,-4.696969697,0.016322032
-0.555555556,-4.696969697,0.029210802
-0.454545455,-4.696969697,0.167576137
-0.353535354,-4.696969697,0.07834213
-0.252525253,-4.696969697,0.103550952
-0.151515152,-4.696969697,0.072315376
-0.050505051,-4.696969697,0.083750901
0.050505051,-4.696969697,0.016190494
0.151515152,-4.696969697,0.234281917
0.252525253,-4.696969697,0.057852369
0.353535354,-4.696969697,0.158786663
0.454545455,-4.696969697,0.219185509
0.555555556,-4.696969697,0.283836592
0.656565657,-4.696969697,0.109770314
0.757575758,-4.696969697,0.111007026
0.858585859,-4.696969697,0.233423535
0.95959596,-4.696969697,0.191210758
1.060606061,-4.696969697,0.067225281
1.161616162,-4.696969697,0.221550274
1.262626263,-4.696969697,0.008905546
1.363636364,-4.696969697,0.178369459
1.464646465,-4.696969697,0.19907807
1.565656566,-4.696969697,0.045469188
1.666666667,-4.696969697,0.065659177
1.767676768,-4.696969697,0.06033887
1.868686869,-4.696969697,0.018820771
1.96969697,-4.696969697,0.009989656
2.070707071,-4.696969697,0.054474577
2.171717172,-4.696969697,0.201745819
2.272727273,-4.696969697,0.239984743
2.373737374,-4.696969697,0.13193875
2.474747475,-4.696969697,0.124499418
2.575757576,-4.696969697,0.189283153
2.676767677,-4.696969697,0.009529759
2.777777778,-4.696969697,0.085115394
2.878787879,-4.696969697,0.03648011
2.97979798,-4.696969697,0.039724163
3.080808081,-4.696969697,0.08015662
3.181818182,-4.696969697,0.027218864
3.282828283,-4.696969697,0.009622963
3.383838384,-4.696969697,0.062334198
3.484848485,-4.696969697,0.043085508
3.585858586,-4.696969697,0.099427704
3.686868687,-4.696969697,0.102530617
3.787878788,-4.696969697,0.086583917
3.888888889,-4.696969697,0.029456252
3.98989899,-4.696969697,0.084350375
4.090909091,-4.696969697,0.006882264
4.191919192,-4.696969697,0.188276268
4.292929293,-4.696969697,0.009264459
4.393939394,-4.696969697,0.08770243
4.494949495,-4.696969697,0.098435746
4.595959596,-4.696969697,0.040519086
4.696969697,-4.696969697,0.018420622
4.797979798,-4.696969697,0.039047705
4.898989899,-4.696969697,0.077553168
5,-4.696969697,0.100006372
-5,-4.595959596,0.120684345
-4.898989899,-4.595959596,0.232606669
-4.797979798,-4.595959596,0.027387695
-4.696969697,-4.595959596,0.089038848
-4.595959596,-4.595959596,0.167997256
-4.494949495,-4.595959596,0.134364039
-4.393939394,-4.595959596,0.047954527
-4.292929293,-4.595959596,0.059540034
-4.191919192,-4.595959596,0.008271492
-4.090909091,-4.595959596,0.026181847
-3.98989899,-4.595959596,0.132892572
-3.888888889,-4.595959596,0.138274731
-3.787878788,-4.595959596,0.044162052
-3.686868687,-4.595959596,0.201447276
-3.585858586,-4.595959596,0.02103229
-3.484848485,-4.595959596,0.074227953
-3.383838384,-4.595959596,0.090078348
-3.282828283,-4.595959596,0.023409702
-3.181818182,-4.595959596,0.020774339
-3.080808081,-4.595959596,0.035737809
-2.97979798,-4.595959596,0.100119525
-2.878787879,-4.595959596,0.026430433
-2.777777778,-4.595959596,0.08426141
-2.676767677,-4.595959596,0.132905974
-2.575757576,-4.595959596,0.184239151
-2.474747475,-4.595959596,0.112167954
-2.373737374,-4.595959596,0.055333697
-2.272727273,-4.595959596,0.004366442
-2.171717172,-4.595959596,0.009054748
-2.070707071,-4.595959596,0.046208693
-1.96969697,-4.595959596,0.037251887
-1.868686869,-4.595959596,0.044092316
-1.767676768,-4.595959596,0.207708549
-1.666666667,-4.595959596,0.235148691
-1.565656566,-4.595959596,0.056338409
-1.464646465,-4.595959596,0.216860361
-1.363636364,-4.595959596,0.0296638
-1.262626263,-4.595959596,0.113033327
-1.161616162,-4.595959596,0.06727003
-1.060606061,-4.595959596,0.038411025
-0.95959596,-4.595959596,0.092143837
-0.858585859,-4.595959596,0.18581078
-0.757575758,-4.595959596,0.053280347
-0.656565657,-4.595959596,0.046167068
-0.555555556,-4.595959596,0.107804651
-0.454545455,-4.595959596,0.015824533
-0.353535354,-4.595959596,0.308878943
-0.252525253,-4.595959596,0.159531466
-0.151515152,-4.595959596,0.174890613
-0.050505051,-4.595959596,0.169480571
0.050505051,-4.595959596,0.064054394
0.151515152,-4.595959596,0.114345877
0.252525253,-4.595959596,0.089483593
0.353535354,-4.595959596,0.26989566
0.454545455,-4.595959596,0.128107214
0.555555556,-4.595959596,0.173378255
0.656565657,-4.595959596,0.013727145
0.757575758,-4.595959596,0.101383454
0.858585859,-4.595959596,0.263461262
0.95959596,-4.595959596,0.247713899
1.060606061,-4.595959596,0.049506939
1.161616162,-4.595959596,0.297564784
1.262626263,-4.595959596,0.023843377
1.363636364,-4.595959596,0.104776455
1.464646465,-4.595959596,0.193873456
1.565656566,-4.595959596,0.000194967
1.666666667,-4.595959596,0.179627668
1.767676768,-4.595959596,0.169646422
1.868686869,-4.595959596,0.166882926
1.96969697,-4.595959596,0.01632341
2.070707071,-4.595959596,0.029391159
2.171717172,-4.595959596,0.073230809
2.272727273,-4.595959596,0.035766468
2.373737374,-4.595959596,0.119255087
2.474747475,-4.595959596,0.089741394
2.575757576,-4.595959596,0.084861189
2.676767677,-4.595959596,0.066702585
2.777777778,-4.595959596,0.108869786
2.878787879,-4.595959596,0.072980791
2.97979798,-4.595959596,0.061107709
3.080808081,-4.595959596,0.153948546
3.181818182,-4.595959596,0.02538246
3.282828283,-4.595959596,0.115193034
3.383838384,-4.595959596,0.23440986
3.484848485,-4.595959596,0.097465769
3.585858586,-4.595959596,0.19462675
3.686868687,-4.595959596,0.057732514
3.787878788,-4.595959596,0.055921294
3.888888889,-4.595959596,0.089097306
3.98989899,-4.595959596,0.093834751
4.090909091,-4.595959596,0.121371118
4.191919192,-4.595959596,0.13512794
4.292929293,-4.595959596,0.081503302
4.393939394,-4.595959596,0.022002698
4.494949495,-4.595959596,0.00535154
4.595959596,-4.595959596,0.112341603
4.696969697,-4.595959596,0.01591297
4.797979798,-4.595959596,0.094119567
4.898989899,-4.595959596,0.028933633
5,-4.595959596,0.146891988
-5,-4.494949495,0.032233007
-4.898989899,-4.494949495,0.03527864
-4.797979798,-4.494949495,0.112652573
-4.696969697,-4.494949495,0.105051268
-4.595959596,-4.494949495,0.072476672
-4.494949495,-4.494949495,0.160745072
-4.393939394,-4.494949495,0.156681405
-4.292929293,-4.494949495,0.03331039
-4.191919192,-4.494949495,0.018778981
-4.090909091,-4.494949495,0.023165372
-3.98989899,-4.494949495,0.136714736
-3.888888889,-4.494949495,0.179456526
-3.787878788,-4.494949495,0.026616935
-3.686868687,-4.494949495,0.285190781
-3.585858586,-4.494949495,0.154160706
-3.484848485,-4.494949495,0.12470223
-3.383838384,-4.494949495,0.070291428
-3.282828283,-4.494949495,0.00297419
-3.181818182,-4.494949495,0.014817068
-3.080808081,-4.494949495,0.019392703
-2.97979798,-4.494949495,0.039841016
-2.878787879,-4.494949495,0.086574357
-2.777777778,-4.494949495,0.129316784
-2.676767677,-4.494949495,0.074575721
-2.575757576,-4.494949495,0.0776822
-2.474747475,-4.494949495,0.151186517
-2.373737374,-4.494949495,0.221873946
-2.272727273,-4.494949495,0.14059288
-2.171717172,-4.494949495,0.22290299
-2.070707071,-4.494949495,0.11217757
-1.96969697,-4.494949495,0.11714183
-1.868686869,-4.494949495,0.038868687
-1.767676768,-4.494949495,0.062304223
-1.666666667,-4.494949495,0.289113559
-1.565656566,-4.494949495,0.004035533
-1.464646465,-4.494949495,0.092647406
-1.363636364,-4.494949495,0.121515833
-1.262626263,-4.494949495,0.16604423
-1.161616162,-4.494949495,0.120786825
-1.060606061,-4.494949495,0.029039518
-0.95959596,-4.494949495,0.166411166
-0.858585859,-4.494949495,0.159106818
-0.757575758,-4.494949495,0.07760616
-0.656565657,-4.494949495,0.062546062
-0.555555556,-4.494949495,0.054012206
-0.454545455,-4.494949495,0.072041529
-0.353535354,-4.494949495,0.049174242
-0.252525253,-4.494949495,0.107371343
-0.151515152,-4.494949495,0.255905101
-0.050505051,-4.494949495,0.200027294
0.050505051,-4.494949495,0.156305917
0.151515152,-4.494949495,0.156070643
0.252525253,-4.494949495,0.05845499
0.353535354,-4.494949495,0.018907468
0.454545455,-4.494949495,0.255360706
0.555555556,-4.494949495,0.076439797
0.656565657,-4.494949495,0.081539187
0.757575758,-4.494949495,0.152404821
0.858585859,-4.494949495,0.19418802
0.95959596,-4.494949495,0.114745722
1.060606061,-4.494949495,0.007679015
1.161616162,-4.494949495,0.191124522
1.262626263,-4.494949495,0.167161637
1.363636364,-4.494949495,0.042863586
1.464646465,-4.494949495,0.300828166
1.565656566,-4.494949495,0.057105828
1.666666667,-4.494949495,0.05497583
1.767676768,-4.494949495,0.138492539
1.868686869,-4.494949495,0.124238923
1.96969697,-4.494949495,0.025280367
2.070707071,-4.494949495,0.245052293
2.171717172,-4.494949495,0.13882173
2.272727273,-4.494949495,0.318073064
2.373737374,-4.494949495,0.148879879
2.474747475,-4.494949495,0.01873527
2.575757576,-4.494949495,0.131809563
2.676767677,-4.494949495,0.221246242
2.777777778,-4.494949495,0.077401465
2.878787879,-4.494949495,0.077898936
2.97979798,-4.494949495,0.055329592
3.080808081,-4.494949495,0.01224307
3.181818182,-4.494949495,0.095299085
3.282828283,-4.494949495,0.171011887
3.383838384,-4.494949495,0.098007826
3.484848485,-4.494949495,0.075368379
3.585858586,-4.494949495,0.019201091
3.686868687,-4.494949495,0.021876717
3.787878788,-4.494949495,0.081653395
3.888888889,-4.494949495,0.029005592
3.98989899,-4.494949495,0.064463017
4.090909091,-4.494949495,0.06126993
4.191919192,-4.494949495,0.153249444
4.292929293,-4.494949495,0.081225929
4.393939394,-4.494949495,0.181052833
4.494949495,-4.494949495,0.021254782
4.595959596,-4.494949495,0.074370838
4.696969697,-4.494949495,0.050296742
4.797979798,-4.494949495,0.12597882
4.898989899,-4.494949495,0.105416767
5,-4.494949495,0.108605686
-5,-4.393939394,0.04604608
-4.898989899,-4.393939394,0.259463601
-4.797979798,-4.393939394,0.185670537
-4.696969697,-4.393939394,0.014380014
-4.595959596,-4.393939394,0.063329789
-4.494949495,-4.393939394,0.083808072
-4.393939394,-4.393939394,0.056800415
-4.292929293,-4.393939394,0.169283521
-4.191919192,-4.393939394,0.122442386
-4.090909091,-4.393939394,0.123252367
-3.98989899,-4.393939394,0.082747469
-3.888888889,-4.393939394,0.103016652
-3.787878788,-4.393939394,0.213450611
-3.686868687,-4.393939394,0.174823445
-3.585858586,-4.393939394,0.003540806
-3.484848485,-4.393939394,0.13311204
-3.383838384,-4.393939394,0.011998322
-3.282828283,-4.393939394,0.030611462
-3.181818182,-4.393939394,0.07764377
-3.080808081,-4.393939394,0.092252319
-2.97979798,-4.393939394,0.050907
-2.878787879,-4.393939394,0.170695934
-2.777777778,-4.393939394,0.042069503
-2.676767677,-4.393939394,0.067847381
-2.575757576,-4.393939394,0.062786367
-2.474747475,-4.393939394,0.139323693
-2.373737374,-4.393939394,0.274090925
-2.272727273,-4.393939394,0.086603311
-2.171717172,-4.393939394,0.13601104
-2.070707071,-4.393939394,0.015824167
-1.96969697,-4.393939394,0.122130304
-1.868686869,-4.393939394,0.230406985
-1.767676768,-4.393939394,0.005627968
-1.666666667,-4.393939394,0.175936811
-1.565656566,-4.393939394,0.269252805
-1.464646465,-4.393939394,0.05265558
-1.363636364,-4.393939394,0.101557448
-1.262626263,-4.393939394,0.082678926
-1.161616162,-4.393939394,0.108274667
-1.060606061,-4.393939394,0.02070963
-0.95959596,-4.393939394,0.051724394
-0.858585859,-4.393939394,0.173035025
-0.757575758,-4.393939394,0.247336721
-0.656565657,-4.393939394,0.008405953
-0.555555556,-4.393939394,0.19015249
-0.454545455,-4.393939394,0.001091902
-0.353535354,-4.393939394,0.073628105
-0.252525253,-4.393939394,0.0190158
-0.151515152,-4.393939394,0.055238324
-0.050505051,-4.393939394,0.089998391
0.050505051,-4.393939394,0.231340738
0.151515152,-4.393939394,0.058488591
0.252525253,-4.393939394,0.180442237
0.353535354,-4.393939394,0.04817382
0.454545455,-4.393939394,0.012267094
0.555555556,-4.393939394,0.180537964
0.656565657,-4.393939394,0.076184428
0.757575758,-4.393939394,0.209987555
0.858585859,-4.393939394,0.159279533
0.95959596,-4.393939394,0.178965108
1.060606061,-4.393939394,0.275062637
1.161616162,-4.393939394,0.059487281
1.262626263,-4.393939394,0.065069092
1.363636364,-4.393939394,0.258089374
1.464646465,-4.393939394,0.259633323
1.565656566,-4.393939394,0.107099685
1.666666667,-4.393939394,0.079734023
1.767676768,-4.393939394,0.070982308
1.868686869,-4.393939394,0.032946578
1.96969697,-4.393939394,0.040147886
2.070707071,-4.393939394,0.02157232
2.171717172,-4.393939394,0.056649945
2.272727273,-4.393939394,0.151890386
2.373737374,-4.393939394,0.183483202
2.474747475,-4.393939394,0.221878209
2.575757576,-4.393939394,0.094557044
2.676767677,-4.393939394,0.077271902
2.777777778,-4.393939394,0.055955357
2.878787879,-4.393939394,0.185314171
2.97979798,-4.393939394,0.06637839
3.080808081,-4.393939394,0.203571658
3.181818182,-4.393939394,0.016454122
3.282828283,-4.393939394,0.274302849
3.383838384,-4.393939394,0.129718691
3.484848485,-4.393939394,0.158115892
3.585858586,-4.393939394,0.039010666
3.686868687,-4.393939394,0.075187275
3.787878788,-4.393939394,0.045258539
3.888888889,-4.393939394,0.033845089
3.98989899,-4.393939394,0.10112683
4.090909091,-4.393939394,0.155126443
4.191919192,-4.393939394,0.072877665
4.292929293,-4.393939394,0.183072942
4.393939394,-4.393939394,0.015335401
4.494949495,-4.393939394,0.050923721
4.595959596,-4.393939394,0.044491277
4.696969697,-4.393939394,0.046048148
4.797979798,-4.393939394,0.127347422
4.898989899,-4.393939394,0.00595946
5,-4.393939394,0.224522831
-5,-4.292929293,0.045127273
-4.898989899,-4.292929293,0.007327408
-4.797979798,-4.292929293,0.04460154
-4.696969697,-4.292929293,0.078882957
-4.595959596,-4.292929293,0.023598433
-4.494949495,-4.292929293,0.083904732
-4.393939394,-4.292929293,0.033763293
-4.292929293,-4.292929293,0.271474501
-4.191919192,-4.292929293,0.1939535
-4.090909091,-4.292929293,0.058495545
-3.98989899,-4.292929293,0.041869074
-3.888888889,-4.292929293,0.116542904
-3.787878788,-4.292929293,0.072704774
-3.686868687,-4.292929293,0.223606992
-3.585858586,-4.292929293,0.180798245
-3.484848485,-4.292929293,0.205098194
-3.383838384,-4.292929293,0.332733278
-3.282828283,-4.292929293,0.183850115
-3.181818182,-4.292929293,0.00057196
-3.080808081,-4.292929293,0.073513002
-2.97979798,-4.292929293,0.073845891
-2.878787879,-4.292929293,0.030962907
-2.777777778,-4.292929293,0.096987863
-2.676767677,-4.292929293,0.071431817
-2.575757576,-4.292929293,0.202450619
-2.474747475,-4.292929293,0.119498599
-2.373737374,-4.292929293,0.000197215
-2.272727273,-4.292929293,0.227455278
-2.171717172,-4.292929293,0.030102955
-2.070707071,-4.292929293,0.206399519
-1.96969697,-4.292929293,0.364787886
-1.868686869,-4.292929293,0.238115491
-1.767676768,-4.292929293,0.090141113
-1.666666667,-4.292929293,0.062585072
-1.565656566,-4.292929293,0.148256092
-1.464646465,-4.292929293,0.182652881
-1.363636364,-4.292929293,0.263860299
-1.262626263,-4.292929293,0.128015219
-1.161616162,-4.292929293,0.034995095
